full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
Yaoyun Shi,Shi,Yaoyun,https://scholar.google.com/citations?user=0LS98DEAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,Not listed,-,-
Kang G. Shin,Shin,Kang G.,https://scholar.google.com/citations?user=vY7MdLYAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,,*,*
Elliot Soloway,Soloway,Elliot,,,,,,University of Michigan - Ann Arbor  ,Full,128,,*,*
Quentin F. Stout,Stout,Quentin F.,https://scholar.google.com/citations?user=ypOvMY0AAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,,*,*
"Subramanian, Vijay",Subramanian,Vijay,https://scholar.google.com/citations?user=vYQAKZwAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Associate,128,Not listed,-,-
Lingjia Tang,Tang,Lingjia,https://scholar.google.com/citations?user=hc9PP9gAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Associate,128,Assistant to Associate,*,*
Demosthenis Teneketzis,Teneketzis,Demosthenis,https://scholar.google.com/citations?user=IoxzsvUAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,Retired,-,-
Gregory Wakefield,Wakefield,Gregory ,,,,50,93,University of Michigan - Ann Arbor  ,Associate,128,New,*,*
Lu Wang,Wang,Lu ,,,,,,University of Michigan - Ann Arbor  ,Assistant,128,New,*,*
Xinyu Wang,Wang,Xinyu ,,,,,,University of Michigan - Ann Arbor  ,Assistant,128,New,*,*
Xu Wang,Wang,Xu ,,,,,,University of Michigan - Ann Arbor  ,Assistant,128,New,*,*
Westley Weimer,Weimer,Westley,https://scholar.google.com/citations?user=Tj-vav8AAAAJ&hl=en&oi=ao,,,,,University of Michigan - Ann Arbor  ,Full,128,,*,*
Joshua Welch,Welch,Joshua ,https://scholar.google.com/citations?hl=en&user=T0lZoYgAAAAJ,,,,,University of Michigan - Ann Arbor  ,Assistant,128,Courtesey,-,-
Michael Wellman,Wellman,Michael,https://scholar.google.com/citations?user=UruIct4AAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,,*,*
Thomas F. Wenisch,Wenisch,Thomas F.,https://scholar.google.com/citations?user=MJ5G4xgAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Full,128,Associate to Full,*,*
"Wiens, Jenna",Wiens,Jenna,https://scholar.google.com/citations?user=fvEfKxkAAAAJ&hl=en,,,,,University of Michigan - Ann Arbor  ,Associate,128,Assistant to Associate,*,*
Arindam Banerjee,Banerjee,Arindam,https://scholar.google.com/citations?user=RY7cuPAAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Daniel Boley,Boley,Daniel,https://scholar.google.com/citations?user=QeRUVr0AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Stevie Chancellor,Chancellor,Stevie,https://scholar.google.com/citations?hl=en&user=Q_rTsewAAAAJ,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Abhishek Chandra,Chandra,Abhishek,https://scholar.google.com/citations?user=iSEAH2MAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
David Hung-Chang Du,Hung-Chang,David,https://scholar.google.com/citations?hl=en&user=WLj7-YcAAAAJ,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Kuen-Bang Hou Favonia,Hou Favonia,Kuen-Bang,https://scholar.google.com/citations?hl=en&user=Tqfb4FYAAAAJ,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Mattia Fazzini,Fazzini,Mattia ,https://scholar.google.com/citations?user=AgbgDvQAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Maria Gini,Gini,Maria,https://scholar.google.com/citations?user=2ewb-10AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Stephen Guy,Guy,Stephen,https://scholar.google.com/citations?user=aVg7BRwAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Associate,129,Assistant to Associate,*,*
Tian He,He,Tian,https://scholar.google.com/citations?user=hc1m_BQAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Mats Heimdahl,Heimdahl,Mats,https://scholar.google.com/citations?user=a1VRT-wAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Nick Hopper,Hopper,Nick,https://scholar.google.com/citations?user=4e2pnKYAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Victoria Interrante,Interrante,Victoria,https://scholar.google.com/citations?user=vQQOZVgAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Volkan Isler,Isler,Volkan,https://scholar.google.com/citations?user=Q5KT-hEAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Ravi Janardan,Janardan,Ravi,,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
George Karypis,Karypis,George,https://scholar.google.com/citations?user=ElqwScwAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Daniel Keefe,Keefe,Daniel,https://scholar.google.com/citations?user=lGsfTIsAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Associate,129,,*,*
Dan Knights,Knights,Dan,https://scholar.google.com/citations?user=zTkLS_gAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Associate,129,Assistant to Associate,*,*
Joseph Konstan,Konstan,Joseph,https://scholar.google.com/citations?user=PH4mytYAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Rui Kuang,Kuang,Rui,,,,,,University of Minnesota - Twin Cities  ,Associate,129,,*,*
Vipin Kumar,Kumar,Vipin,https://scholar.google.com/citations?user=BnxU9TEAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Kangjie Lu,Lu,Kangjien,https://scholar.google.com/citations?user=1F9N6icAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Assistant,129,,*,*
Stephen McCamant,McCamant,Stephen,https://scholar.google.com/citations?hl=en&user=xx3cu9EAAAAJ,,,,,University of Minnesota - Twin Cities  ,Associate,129,Assistant to Associate,*,*
Gary Meyer,Meyer,Gary,,,,,,University of Minnesota - Twin Cities  ,Associate,129,Not listed,-,-
Mohamed Mokbel,Mokbel,Mohamed,https://scholar.google.com/citations?user=GHz1ZVIAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Chad Myers,Myers,Chad,https://scholar.google.com/citations?user=yKHrbV4AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,Associate to Full,*,*
Gopalan Nadathur,Nadathur,Gopalan,https://scholar.google.com/citations?user=jpXyNF8AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Claudia Neuhauser,Neuhauser,Claudia,https://scholar.google.com/citations?user=_3qZty0AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,Not listed,-,-
Nikolaos Papanikolopoulos,Papanikolopoulos,Nikolaos,https://scholar.google.com/citations?user=wQdo-bMAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Hyun Soo Park,Park,Hyun Soo,https://scholar.google.com/citations?user=xiSdzEkAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Assistant,129,,*,*
Stergios Roumeliotis,Roumeliotis,Stergios,https://scholar.google.com/citations?user=c5HeXxsAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,Not listed,-,-
Feng Qian,Qian,Feng,https://scholar.google.com/citations?hl=en&user=-ExSBb0AAAAJ,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Evan Suma Rosenberg,Suma Rosenberg,Evan ,https://scholar.google.com/citations?hl=en&user=yK8fnhkAAAAJ,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Yousef Saad,Saad,Yousef,https://scholar.google.com/citations?user=90qiDCwAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Junaed Sattar,Sattar,Junaed,https://scholar.google.com/citations?user=cgaU4UkAAAAJ&hl=en&oi=ao,,,,,University of Minnesota - Twin Cities  ,Assistant,129,,*,*
Paul Schrater,Schrater,Paul,https://scholar.google.com/citations?user=_IIpR0EAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Associate,129,,*,*
Shashi Shekhar,Shekhar,Shashi,https://scholar.google.com/citations?user=p26NfLgAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Jaideep Srivastava,Srivastava,Jaideep,https://scholar.google.com/citations?user=Y4J5SOwAAAAJ&hl=en&oi=ao,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Ju Sun,Sun,Ju,https://scholar.google.com/citations?hl=en&user=V6FaD-UAAAAJ,,,,,University of Minnesota - Twin Cities  ,Assistant,129,New,*,*
Loren Terveen,Terveen,Loren,https://scholar.google.com/citations?user=r6cAovIAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Anand Tripathi,Tripathi,Anand,,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Eric Van Wyk,Wyk,Eric Van,,,,,,University of Minnesota - Twin Cities  ,Associate,129,,*,*
Jon Weissman,Weissman,Jon,https://scholar.google.com/citations?user=ouY9ypcAAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Svetlana Yarosh,Yarosh,Svetlana,https://scholar.google.com/citations?user=n6bjh24AAAAJ&hl=en,,,,,University of Minnesota - Twin Cities  ,Associate,129,Assistant to Associate,*,*
Pen-Chung Yew,Yew,Pen-Chung,https://scholar.google.com/citations?hl=en&user=tTFUl48AAAAJ,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Antonia Zhai,Zhai,Antonia,,,,,,University of Minnesota - Twin Cities  ,Associate,129,,*,*
Zhi-Li Zhang,Zhang,Zhi-Li,https://scholar.google.com/citations?user=2X6fAZgAAAAJ&hl=en&oi=ao,,,,,University of Minnesota - Twin Cities  ,Full,129,,*,*
Catherine Qi Zhao,Zhao,Catherine Qi,https://scholar.google.com.sg/citations?user=JO40q04AAAAJ&hl=en,4653,34,56,114,University of Minnesota - Twin Cities  ,Assistant,129,,*,*
Haiyi Zhu,Zhu,Haiyi,https://scholar.google.com/citations?user=9NkngDMAAAAJ&hl=en&oi=ao,,,,,University of Minnesota - Twin Cities  ,Assistant,129,Not listed,-,-
"Chen, Yixin",Chen,Yixin,https://scholar.google.com/citations?user=FL4hyLcAAAAJ&hl=en&oi=ao,,,,,University of Mississippi  ,Full,130,,*,*
"Cunningham, Conrad",Cunningham,Conrad,,,,,,University of Mississippi  ,Full,130,Retired,-,-
"Fleming, Chuck",Fleming,Chuck,,,,,,University of Mississippi  ,Assistant,130,New,*,*
Naeemul Hussan,Hussan,Naeemul,https://scholar.google.com/citations?user=-DeoD4EAAAAJ&hl=en,,,,,University of Mississippi  ,Assistant,130,Not listed,-,-
"Jang, Byunghyun",Jang,Byunghyun,,,,,,University of Mississippi  ,Associate,130,Assistant to Associate,*,*
"Jones, Adam",Jones,Adam,https://scholar.google.com/citations?user=IxMwfNoAAAAJ&hl=en,,,,,University of Mississippi  ,Assistant,130,Assistant,*,*
"Rhodes, Phillip",Rhodes,Phillip,https://scholar.google.com/citations?user=XQMcWkoAAAAJ&hl=en,,,,,University of Mississippi  ,Associate,130,,*,*
"Walter, Charlie",Walter,Charlie,https://scholar.google.com/citations?hl=en&user=QS_ijiwAAAAJ,,,,,University of Mississippi  ,Assistant,130,New,*,*
"Wang, Feng",Wang,Feng,https://scholar.google.com/citations?user=JBCFTjoAAAAJ&hl=en,,,,,University of Mississippi  ,Associate,130,Assistant to Associate,*,*
"Wilkins, Dawn",Wilkins,Dawn,https://scholar.google.com/citations?user=wIzASCoAAAAJ&hl=en&oi=ao,,,,,University of Mississippi  ,Full,130,,*,*
"Akturk, Ismail",Akturk,Ismail,https://scholar.google.com/citations?user=eUOLFnkAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Assistant,131,,*,*
"Anderson, Derek T.",Anderson,Derek T. ,https://scholar.google.com/citations?user=wuT7X9QAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Associate,131,,*,*
"Calyam, Prasad",Calyam,Prasad,https://scholar.google.com/citations?user=Plnnv18AAAAJ&hl=en&oi=sra,,,,,University of Missouri  ,Associate,131,,*,*
"Chadha, Rohit",Chadha,Rohit,https://scholar.google.com/citations?user=NC5SnUcAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Associate,131,,*,*
"Cheng, Jianlin",Cheng,Jianlin,https://scholar.google.com/citations?user=t9MY6lwAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Full,131,,*,*
"Davis, Curt ",Davis,Curt,https://scholar.google.com/citations?hl=en&user=fp_znhoAAAAJ,,,,,University of Missouri  ,Full,131,New,*,*
"DeSouza, Guilherme",DeSouza,Guilherme,https://scholar.google.com/citations?user=lO_BGNsAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Associate,131,,*,*
"Duan, Ye",Duan,Ye,https://scholar.google.com/citations?user=lJvwEx8AAAAJ&hl=en,,,,,University of Missouri  ,Associate,131,,*,*
"Goggins, Sean P.",Goggins,Sean P. ,https://scholar.google.com/citations?user=TgCRu2wAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Full,131,Associate to Full,*,*
"Guidoboni, Giovanna",Guidoboni,Giovanna,NaN,,,32,53,University of Missouri  ,Full,131,New,*,*
"Harrison, William",Harrison,William,https://scholar.google.com/citations?user=5WGzcwMAAAAJ&hl=en,,,,,University of Missouri  ,Associate,131,Not listed,-,-
"He, Zhihai (Henry)",He,Zhihai,https://scholar.google.com/citations?user=MtGYBCcAAAAJ&hl=en&oi=sra,,,,,University of Missouri  ,Full,131,,*,*
"Ho, Dominic",Ho,Dominic ,https://scholar.google.com/citations?hl=en&user=hGoCkT0AAAAJ,,,,,University of Missouri  ,Full,131,New,*,*
"Hoque, Khaza Anuarul",Hoque,Khaza Anuarul,https://scholar.google.com/citations?user=eJ87TzoAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Assistant,131,,*,*
"Jiang, Wei ",Jiang,Wei,https://scholar.google.com/citations?user=2gUnYdsAAAAJ&hl=en&oi=sra,,,,,University of Missouri  ,Associate,131,,*,*
"Joshi, Trupti",Joshi,Trupti,https://scholar.google.com/citations?user=Pyt_mlAAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Assistant,131,Not listed,-,-
"Jurczyk, Michael",Jurczyk,Michael,,,,,,University of Missouri  ,Associate,131,,*,*
"Kazic, Toni",Kazic,Toni,https://scholar.google.com/citations?user=cGB4-3QAAAAJ&hl=en,,,,,University of Missouri  ,Associate,131,,*,*
"Legarsky, Justin ",Legarsky,Justin,NaN,,,5,3,University of Missouri  ,Full,131,New,*,*
"Lin, Dan",Lin,Dan,https://scholar.google.com/citations?user=bSWreJ4AAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Associate,131,,*,*
"Palaniappan, Kannappan",Palaniappan,Kannappan,https://scholar.google.com/citations?user=rSkK_B4AAAAJ&hl=en,,,,,University of Missouri  ,Full,131,,*,*
"Rao, Praveen",Rao,Praveen,https://scholar.google.com/citations?hl=en&user=o_yiGqwAAAAJ,,,,,University of Missouri  ,Associate,131,New,*,*
"Saab, Youssef",Saab,Youssef,,,,,,University of Missouri  ,Associate,131,,*,*
"Shang, Yi",Shang,Yi,https://scholar.google.com/citations?user=o-xM3oMAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Full,131,,*,*
"Scott, Grant",Scott,Grant,https://scholar.google.com/citations?hl=en&user=5P5PGHoAAAAJ,,,,,University of Missouri  ,Assistant,131,New,*,*
"Shyu, Chi-Ren ",Shyu,Chi-Ren,http://scholar.google.com/citations?user=SVfTWwMAAAAJ&hl=en,,,,,University of Missouri  ,Full,131,,*,*
"Skubic, Marjorie",Skubic,Marjorie,https://scholar.google.com/citations?user=ITTAulIAAAAJ&hl=en&oi=ao,,,,,University of Missouri  ,Full,131,,*,*
"Uhlmann, Jeffrey",Uhlmann,Jeffrey,,,,,,University of Missouri  ,Associate,131,,*,*
"Valettas, Petros",Valettas,Petros,https://scholar.google.com/citations?hl=en&user=4rq4uO0AAAAJ,,,,,University of Missouri  ,Assistant,131,New,*,*
"Wan, Xiu-Feng (Henry)",Wan,Xiu-Feng,https://scholar.google.com/citations?user=L4rQK_oAAAAJ&hl=en&oi=sra,4299,34,91,105,University of Missouri  ,Full,131,New,*,*
"Xu, Dong",Xu,Dong,http://scholar.google.com/citations?user=xJeTtCoAAAAJ&hl=en,,,,,University of Missouri  ,Full,131,,*,*
"Zhao, Yunxin",Zhao,Yunxin,,,,,,University of Missouri  ,Full,131,,*,*
"Beard, Cory",Beard,Cory,https://scholar.google.com/citations?user=-0KiLnsAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Chatterjee, Deb ",Chatterjee,Deb ,https://scholar.google.com/citations?hl=en&user=X1TVSiYAAAAJ,,,,,University of Missouri - Kansas City  ,Associate,132,New,*,*
"Chaudhry, Ghulam",Chaudhry,Ghulam,https://scholar.google.com/citations?user=cNjO7d4AAAAJ&hl=en,,,,,University of Missouri - Kansas City  ,Associate,132,Full to Associate,*,*
"Chowdhury, Masud",Chowdhury,Masud,https://scholar.google.com/citations?hl=en&user=9hWsDTcAAAAJ,,,,,University of Missouri - Kansas City  ,Full,132,New,*,*
"Choi, Baek-Young",Choi,Baek-Young,https://scholar.google.com/citations?user=Ce0nO6wAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Derakhshani, Reza",Derakhshani,Reza,https://scholar.google.com/citations?user=3F4J3X0AAAAJ&hl=en,,,,,University of Missouri - Kansas City  ,Full,132,Associate to Full,*,*
"Dinakarpandian, Deendayal",Dinakarpandian,Deendayal,https://scholar.google.com/citations?user=1UpkUvQAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Associate,132,Not listed,-,-
"Han, Yijie",Han,Yijie,,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Harn, Lein",Harn,Lein,https://scholar.google.com/citations?user=2kNUXJcAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Full,132,,*,*
"Hassan, Ahmed",Hassan,Ahmed,https://scholar.google.com/citations?hl=en&user=QzAv3-oAAAAJ,,,,,University of Missouri - Kansas City  ,Assistant,132,New,*,*
"Knopp, Jerome",Knopp,Jerome,,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Kumar, Vijay",Kumar,Vijay,https://scholar.google.com/citations?user=7GYT1LMAAAAJ&hl=en,,,,,University of Missouri - Kansas City  ,Full,132,Not listed,-,-
"Lee, Yugyung",Lee,Yugyung,https://scholar.google.com/citations?user=BwE_CWcAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Full,132,,*,*
"Li, Zhu",Li,Zhu,https://scholar.google.com/citations?user=OMxvD0wAAAAJ&hl=en,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Liefvoort, Appie",Liefvoort,Appie,https://scholar.google.com/citations?user=d7EAYGgAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Full,132,Not listed,-,-
Deep Medhi,Medhi,Deep,https://scholar.google.com/citations?user=17e2M2AAAAAJ,,,,,University of Missouri - Kansas City  ,Full,132,,*,*
"Mitchell, Ken",Mitchell,Ken,https://scholar.google.com/citations?user=Lv9FEdUAAAAJ&hl=en,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Nait-Abdesselam, Farid",Nait-Abdesselam,Farid,https://scholar.google.com/citations?hl=en&user=ooaZDlcAAAAJ,,,,,University of Missouri - Kansas City  ,Full,132,New,*,*
"Rao, Praveen",Rao,Praveen,https://scholar.google.com/citations?user=o_yiGqwAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Associate,132,Not listed,-,-
"Rahman, Mostafizur",Rahman,Mostafizur,,,,,,University of Missouri - Kansas City  ,Assistant,132,New,*,*
"Sawar Uddin, Yusuf",Yusuf,Sawar Uddin,https://scholar.google.com/citations?hl=en&user=893Ua2wAAAAJ,,,,,University of Missouri - Kansas City  ,Assistant,,New,*,
"Shen, Xiaojun",Shen,Xiaojun,,,,,,University of Missouri - Kansas City  ,Full,132,Not listed,-,-
"Song, Sejun",Song,Sejun,https://scholar.google.com/citations?user=kHE12KEAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Associate,132,,*,*
"Xu, Dianxiang",Xu,Dianxiang,https://scholar.google.com/citations?hl=en&user=pcVMVpIAAAAJ,,,,,University of Missouri - Kansas City  ,Full,132,New,*,*
"Zheng, Yongjie",Zheng,Yongjie,https://scholar.google.com/citations?user=ckWCzGQAAAAJ&hl=en&oi=ao,,,,,University of Missouri - Kansas City  ,Assistant,132,Not listed,-,-
"Bagheri, Hamid",Bagheri,Hamid,https://scholar.google.com/citations?hl=en&user=h_AYrscAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Bradley, Justin",Bradley,Justin,https://scholar.google.com/citations?user=JOvtrn8AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Chan, Hau",Chan,Hau,https://scholar.google.com/citations?hl=en&user=R1w52RIAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Choueiry, Berthe",Choueiry,Berthe,,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Cooper, Stephen",Cooper,Stephen,https://scholar.google.com/citations?user=0XRxH18AAAAJ&hl=en,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Cui, Juan",Cui,Juan,https://scholar.google.com/citations?user=lLmMKb0AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Associate,133,Assistant to Associate,*,*
"Deogun, Jitender",Deogun,Jitender,https://scholar.google.com/citations?user=QpLZdfoAAAAJ&hl=en,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Detweiler, Carrick",Detweiler,Carrick,https://scholar.google.com/citations?user=E4kvshMAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Duncan, Brittany",Duncan,Brittany,https://scholar.google.com/citations?user=nuaqmtQAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Dyer, Robert",Dyer,Robert,https://scholar.google.com/citations?hl=en&user=-tLiAa8AAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Ghose, Nirnimesh",Ghose,Nirnimesh,https://scholar.google.com/citations?hl=en&user=ei4UVscAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,New,*,*
"Goddard, Steve",Goddard,Steve,https://scholar.google.com/citations?user=oRqkuoQAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,Retired,-,-
"Khan, Bilal",Bilal,Khan,https://scholar.google.com/citations?user=uOBB1tEAAAAJ&hl=en&oi=ao,1499,19,31,29,University of Nebraska - Lincoln  ,Full,133,New,*,*
"Lu, Ying",Lu,Ying,,,,,,University of Nebraska - Lincoln  ,Associate,133,Not listed,-,-
"Nguyen, ThanhVu",Nguyen,ThanhVu,https://scholar.google.com/citations?user=TLcVQ-MAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Pierobon, Massimiliano",Pierobon,Massimiliano,https://scholar.google.com/citations?user=Rhu5LQIAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Associate,133,Assistant to Associate,*,*
"Ramamurthy, Byrav",Ramamurthy,Byrav,https://scholar.google.com/citations?user=Moj2TLMAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Reichenbach, Stephen",Reichenbach,Stephen,https://scholar.google.com/citations?user=GDQ7k80AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,Retired,-,-
"Revesz, Peter",Revesz,Peter,https://scholar.google.com/citations?user=dDwXNpYAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Roohi, Arman",Roohi,Arman,https://scholar.google.com/citations?hl=en&user=pToIGNYAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,New,*,*
"Rothermel, Gregg",Rothermel,Gregg,https://scholar.google.com/citations?user=7XjL07wAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,Not listed,-,-
"Samal, Ashok",Samal,Ashok,,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Scott, Stephen",Scott,Stephen,https://scholar.google.com/citations?hl=en&user=iw2ZDlQAAAAJ,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Sharif, Bonita",Sharif,Bonita,https://scholar.google.com/citations?hl=en&user=2WeXBokAAAAJ,,,,,University of Nebraska - Lincoln  ,Associate,133,New,*,*
"Soh, Leen-Kiat",Soh,Leen-Kiat,https://scholar.google.com/citations?user=Q-UHlQ0AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Srisa-an, Witty",Srisa-an,Witty,https://scholar.google.com/citations?user=Nf_0d9MAAAAJ&hl=en,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Tran, Dung Hoang",Tran,Dung ,https://scholar.google.com/citations?hl=en&user=_RzS3uMAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,New,*,*
"Variyam, Vinodchandran",Variyam,Vinodchandran,,,,,,University of Nebraska - Lincoln  ,Full,133,,*,*
"Vuran, Mehmet Can",Vuran,Mehmet ,https://scholar.google.com/citations?hl=en&user=MD9vpVQAAAAJ,,,,,University of Nebraska - Lincoln  ,Full,133,New,*,*
"Wolf, Marilyn",Wolf,Marilyn,https://scholar.google.com/citations?hl=en&user=dA88kLYAAAAJ,,,,,University of Nebraska - Lincoln  ,Full,133,New,*,*
"Xu, Lisong",Xu,Lisong,https://scholar.google.com/citations?user=ns_6BgMAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Associate,133,,*,*
"Yan, Qiben",Yan,Qiben,https://scholar.google.com/citations?user=su4cfrIAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Assistant,133,Not listed, -,-
"Yao, Qiuming",Yao,Qiuming,https://scholar.google.com/citations?hl=en&user=CPUkfngAAAAJ,,,,,University of Nebraska - Lincoln  ,Assistant,133,,*,*
"Yu, Hongfeng",Yu,Hongfeng,https://scholar.google.com/citations?user=yeWsFW4AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Lincoln  ,Associate,133,New,*,*
"Azadmanesh, Azad",Azadmanesh,Azad,,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Bhowmick, Sanjukta",Bhowmick,Sanjukta,https://scholar.google.com/citations?user=MegF9mYAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Associate,134,Not listed,-,-
"Chen, Zhengxin",Chen,Zhengxin,,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Chundi, Parvathi",Chundi,Parvathi,https://scholar.google.com/citations?user=IQATIvYAAAAJ&hl=en&oi=sra,,,,,University of Nebraska - Omaha  ,Full,134,Associate to Full,*,*
