full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
"Ventura, Dan",Ventura,Dan,https://scholar.google.com/citations?user=iSsKAqQAAAAJ&hl=en,3055,29,74,69,Brigham Young University  ,Full,7,,*,*
"Warnick, Sean",Warnick,Sean,https://scholar.google.com/citations?user=k7WBrxoAAAAJ&hl=en,1347,18,38,29,Brigham Young University  ,Full,7,Associate to Full,*,*
"Wilkerson, Jerod",Wilkerson,Jerod,https://scholar.google.com/citations?hl=en&user=f6FMVbEAAAAJ,114,5,2,0,Brigham Young University  ,Associate,,New,*,*
"Wingate, David",Wingate,David,https://scholar.google.com/citations?user=zCdh4NEAAAAJ&hl=en,1548,22,36,40,Brigham Young University  ,Assistant,7,,*,*
"Woodfield, Scott",Woodfield,Scott,,,,,,Brigham Young University  ,Full,7,Not listed,-,-
"Zappala, Daniel",Zappala,Daniel,https://scholar.google.com/citations?user=Q9DsCL4AAAAJ&hl=en,4844,26,42,68,Brigham Young University  ,Full,7,Associate to Full,*,*
Stephen Bach,Bach,Stephen,https://scholar.google.com/citations?hl=en&user=hs6pGXoAAAAJ,2032,16,21,45,Brown University,Assistant,8,New,*,*
Iris Bahar,Bahar,Iris,https://scholar.google.com/citations?hl=en&user=kfIj9oYAAAAJ,4894,33,77,107,Brown University,Full,8,,*,*
Benson Theophilus,,,https://scholar.google.com/citations?user=55B-xqUAAAAJ&hl=en&oi=sra,5974,27,43,89,Brown University,Assistant,8,,*,*
Ugur Cetintemel,Cetintemel,Ugur,,,,,,Brown University,Full,8,,*,*
Eugene Charniak,Charniak,Eugene,https://scholar.google.com/citations?user=_XHudx4AAAAJ&hl=en,52802,77,172,1498,Brown University,Full,8,,*,*
Carsten Eickhoff,Eickhoff,Carsten,https://scholar.google.com/citations?user=QQi1_rAAAAAJ&hl=en,2090,20,40,57,Brown University,Assistant,8,Not listed,-,-
Pedro Felzenszwalb,Felzenszwalb,Pedro,https://scholar.google.com/citations?user=k1hJzF0AAAAJ&hl=en&oi=ao,32543,31,42,451,Brown University,Full,8,Not listed,-,-
Rodrigo Fonseca,Fonseca,Rodrigo,https://scholar.google.com/citations?user=VuvKPiQAAAAJ&hl=en&oi=ao,8985,39,75,221,Brown University,Associate,8,,*,*
Amy Greenwald,Greenwald,Amy,https://scholar.google.com/citations?user=aQCRuYQAAAAJ&hl=en&oi=ao,3753,30,50,104,Brown University,Full,8,Associate to Full,*,*
Maurice Herlihy,Herlihy,Maurice,https://scholar.google.com/citations?user=Ezrt3pkAAAAJ&hl=en&oi=ao,30415,71,198,568,Brown University,Full,8,,*,*
Jeff Huang,Huang,Jeff,https://scholar.google.com/citations?user=o8oJ6s4AAAAJ&hl=en&oi=ao,2864,25,36,76,Brown University,Associate,8,Assistant to Associate,*,*
John Hughes,Hughes,John,https://scholar.google.com/citations?hl=en&user=EEG6tPMAAAAJ,23827,49,79,365,Brown University,Full,8,,*,*
Sorin Istrail,Istrail,Sorin,https://scholar.google.com/citations?hl=en&user=HCEcMksAAAAJ,24267,43,67,168,Brown University,Full,8,,*,*
Seny Kamara,Kamara,Seny,https://scholar.google.com/citations?user=PzboucsAAAAJ,,,,,Brown University,Associate,8,,*,*
Vasileios Kemerlis,Kemerlis,Vasileios,https://scholar.google.com/citations?hl=en&user=tkb2YWQAAAAJ,2442,24,34,67,Brown University,Assistant,8,,*,*
Philip Klein,Klein,Philip,https://scholar.google.com/citations?user=gVUD47sAAAAJ&hl=en&oi=ao,9611,50,92,204,Brown University,Full,8,,*,*
George Konidaris,Konidaris,George,https://scholar.google.com/citations?user=9UERvVEAAAAJ&hl=en,4444,35,57,114,Brown University,Assistant,8,,*,*
Shriram Krishnamurthi,Krishnamurthi,Shriram,https://scholar.google.com/citations?user=Cxwj5hEAAAAJ&hl=en&oi=ao,10098,53,131,200,Brown University,Full,8,,*,*
David H. Laidlaw,Laidlaw,David,https://scholar.google.com/citations?user=GIle-VwAAAAJ&hl=en&oi=ao,15592,57,160,276,Brown University,Full,8,,*,*
Michael Littman,Littman,Michael,https://scholar.google.com/citations?user=Jj00ksMAAAAJ&hl=en&oi=ao,43684,80,203,707,Brown University,Full,8,,*,*
Anna Lysyanskaya,Lysyanskaya,Anna,https://scholar.google.com/citations?user=woqUivYAAAAJ&hl=en&oi=ao,11057,40,61,292,Brown University,Full,8,,*,*
Ellie Pavlick,Pavlick,Ellie,https://scholar.google.com/citations?hl=en&user=sFyrSa8AAAAJ,2005,18,26,58,Brown University,Assistant,8,New,*,*
Sohini Ramachandran,Ramachandran,Sohini,https://scholar.google.com/citations?user=Mne_iRgAAAAJ&hl=en,5941,22,25,75,Brown University,Associate,8,Not listed,-,-
Sherief Reda,Reda,Sherief,https://scholar.google.com/citations?user=p69MQp4AAAAJ,3938,36,76,90,Brown University,Associate,8,Not listed,-,-
Steven Reiss,Reiss,Steven,,,,,,Brown University,Full,8,,*,*
Daniel Ritchie ,Ritchie ,Daniel ,https://scholar.google.com/citations?user=0RiypNsAAAAJ&hl=en,1511,17,20,46,Brown University,Assistant,8,,*,*
John E. Savage,Savage,John,,,,,,Brown University,Full,8,Retired,-,-
Malte Schwarzkopf,Schwarzkopf,Malte,https://scholar.google.com/citations?hl=en&user=Lf1hSacAAAAJ,2247,17,19,61,Brown University,Assistant,8,New,*,*
Ritambhara Singh,Singh,Ritambhara,https://scholar.google.com/citations?hl=en&user=V6lRMxoAAAAJ,1535,12,12,20,Brown University,Assistant,8,New,*,*
Srinath Sridhar,Sridhar,Srinath,https://scholar.google.com/citations?hl=en&user=qIvZT74AAAAJ,2133,13,15,62,Brown University,Assistant,8,New,*,*
Roberto Tamassia,Tamassia,Roberto,https://scholar.google.com/citations?user=eEYPTKUAAAAJ&hl=en&oi=ao,23629,69,229,433,Brown University,Full,8,,*,*
Gabriel Taubin,Taubin,Gabriel ,https://scholar.google.com/citations?user=saeqVMUAAAAJ&hl=en,18682,50,123,322,Brown University,Assistant,8,Not listed,-,-
Stefanie Tellex,Tellex,Stefanie,https://scholar.google.com/citations?user=Pd8-ju0AAAAJ&hl=en&oi=ao,4306,31,59,99,Brown University,Associate,8,Assistant to Associate,*,*
James Tompkin,Tompkin,James,https://scholar.google.com/citations?user=Ex3pgLAAAAAJ&hl=en,1500,21,32,49,Brown University,Assistant,8,,*,*
Eli Upfal,Upfal,Eli,https://scholar.google.com/citations?user=O_7MVDIAAAAJ&hl=en&oi=ao,16977,56,135,370,Brown University,Full,8,,*,*
Paul Valiant,Valiant,Paul,https://scholar.google.com/citations?hl=en&user=abUcBIkAAAAJ,1914,20,29,78,Brown University,Assistant,8,Not listed,-,-
Andries van Dam,van Dam,Andries,,,,,,Brown University,Full,8,,*,*
Stanley Zdonik,Zdonik,Stanley,https://scholar.google.com/citations?hl=en&user=k3YaoIEAAAAJ,30843,79,162,782,Brown University,Full,8,,*,*
Yaser S. Abu-Mostafa,Abu-Mostafa,Yaser,,,,,,California Institute of Technology  ,Full,10,,*,*
Animashree Anandkumar ,Anandkumar ,Animashree ,https://scholar.google.com/citations?user=bEcLezcAAAAJ&hl=en&oi=ao,8090,47,99,243,California Institute of Technology  ,Full,10,,*,*
Alan H. Barr,Barr,Alan,,,,,,California Institute of Technology  ,Full,10,,*,*
Katherine L. Bouman,Bouman,Katherine L.,https://scholar.google.com/citations?hl=en&user=7lhbMtgAAAAJ,3567,20,27,76,California Institute of Technology  ,Assistant,10,New,*,*
Venkat Chandrasekaran,Chandrasekaran,Venkat,,,,,,California Institute of Technology  ,Full,10,Assistant to Full,*,*
Mathieu Desbrun,Desbrun,Mathieu,https://scholar.google.com/citations?user=a8ZyGisAAAAJ&hl=en&oi=ao,20803,67,123,449,California Institute of Technology  ,Full,10,,*,*
Babak Hassibi,Hassibi,Babak,https://scholar.google.com/citations?hl=en&user=1XoZPhEAAAAJ,34357,74,297,594,California Institute of Technology  ,Full,10,New,*,*
Steven Low,Low,Steven,https://scholar.google.com/citations?user=4BrebIYAAAAJ&hl=en&oi=ao,37604,88,229,924,California Institute of Technology  ,Full,10,,*,*
Urmila Mahadev,Mahadev,Urmila,,,,,,California Institute of Technology  ,Assistant,10,New,*,*
Dan Meiron,Meiron,Dan,https://scholar.google.com/citations?hl=en&user=_cA9oCAAAAAJ,1195,17,18,33,California Institute of Technology  ,Full,10,New,*,*
Houman Owhadi,Owhadi,Houman,https://scholar.google.com/citations?hl=en&user=p8KAidYAAAAJ,3136,26,51,93,California Institute of Technology  ,Full,10,New,*,*
Lior Pachter,Pachter,Lior,https://scholar.google.com/citations?user=DKfEcuEAAAAJ,80370,66,141,1990,California Institute of Technology  ,Full,10,,*,*
Peter Schroeder,Schroeder,Peter,https://scholar.google.com/citations?user=t3TgxNwAAAAJ&hl=en,23615,65,115,684,California Institute of Technology  ,Full,10,,*,*
Leonard J. Schulman,Schulman,Leonard,,,,,,California Institute of Technology  ,Full,10,,*,*
Andrew Stuart,Stuart,Andrew,https://scholar.google.com/citations?user=BQwkpB0AAAAJ,15773,62,170,257,California Institute of Technology  ,Full,10,,*,*
Joel A Tropp,Tropp,Joel,https://scholar.google.com/citations?user=i4_3daEAAAAJ&hl=en,37560,53,88,723,California Institute of Technology  ,Full,10,,*,*
Christopher Umans,Umans,Christopher,https://scholar.google.com/citations?user=uNsqlqYAAAAJ&hl=en&oi=ao,3221,28,39,113,California Institute of Technology  ,Full,10,,*,*
Thomas Vidick,Vidick,Thomas,https://scholar.google.com/citations?user=IGDs4HwAAAAJ&hl=en&oi=ao,2889,29,55,66,California Institute of Technology  ,Full,10,Assistant to Full,*,*
Adam Wierman,Wierman,Adam,https://scholar.google.com/citations?user=4OvOdSgAAAAJ&hl=en&oi=ao,8088,48,87,198,California Institute of Technology  ,Full,10,,*,*
Erik Winfree,Winfree,Erik,https://scholar.google.com/citations?user=5GQF2FwAAAAJ&hl=en&oi=ao,22744,60,97,629,California Institute of Technology  ,Full,10,,*,*
Yisong Yue,Yue,Yisong,https://scholar.google.com/citations?user=tEk4qo8AAAAJ&hl=en&oi=ao,4860,36,65,134,California Institute of Technology  ,Full,10,Assistant to Full,*,*
Umut Acar,Acar,Umut,https://scholar.google.com/citations?user=wJ4NywgAAAAJ&hl=en&oi=ao,3448,31,58,90,Carnegie Mellon University  ,Associate,11,,*,*
"Admoni, Henny",Admoni,Henny,https://scholar.google.com/citations?user=XXiZaA4AAAAJ&hl=en,2150,19,21,43,Carnegie Mellon University  ,Assistant,11,,*,*
Yuvraj Agarwal,Agarwal,Yuvraj,https://scholar.google.com/citations?user=H4UeZ2MAAAAJ&hl=en&oi=ao,6478,37,63,233,Carnegie Mellon University  ,Associate,11,Assistant to Associate,*,*
Jonathan Aldrich,Aldrich,Jonathan,https://scholar.google.com/citations?user=AzHmOtcAAAAJ&hl=en&oi=ao,5577,35,82,129,Carnegie Mellon University  ,Full,11,,*,*
Vincent Aleven,Aleven,Vincent,https://scholar.google.com/citations?user=ztkfnCsAAAAJ&hl=en&oi=ao,13786,58,177,268,Carnegie Mellon University  ,Full,11,Associate to Full,*,*
David Andersen,Andersen,David,https://scholar.google.com/citations?user=wUArfPgAAAAJ&hl=en&oi=ao,20110,64,118,462,Carnegie Mellon University  ,Full,11,Associate to Full,*,*
Christopher Atkeson,Atkeson,Chris,https://scholar.google.com/citations?user=NB4pgZYAAAAJ&hl=en,27509,78,201,556,Carnegie Mellon University  ,Full,11,,*,*
J. Andrew (Drew) Bagnell,Bagnell,Andrew,https://scholar.google.com/citations?user=7t4jbPQAAAAJ&hl=en,23021,66,161,462,Carnegie Mellon University  ,Associate,11,Consulting professor,-,-
James Baker,Baker,James,,,,,,Carnegie Mellon University  ,Full,11,Distinguished career professor,*,*
Maria Balcan,Balcan,Maria,https://scholar.google.com/citations?user=LWlN_BUAAAAJ&hl=en&oi=ao,6760,44,92,156,Carnegie Mellon University  ,Full,11,Associate to Full,*,*
Ziv Bar-Joseph,Bar-Joseph,Ziv,https://scholar.google.com/citations?user=9DCRnPkAAAAJ&hl=en&oi=ao,17022,52,116,399,Carnegie Mellon University  ,Full,11,,*,*
Ljudevit Bauer,Bauer,Ljudevit,https://scholar.google.com/citations?user=5cJzDZEAAAAJ&hl=en,9077,50,85,214,Carnegie Mellon University  ,Full,11,Associate to Full,*,*
"Beckmann, Nathan",Beckmann,Nathan,https://scholar.google.com/citations?user=zkdjit0AAAAJ&hl=en,1877,21,29,42,Carnegie Mellon University  ,Assistant,11,,*,*
Taylor Berg-Kirkpatrick,Berg-Kirkpatrick,Taylor,https://scholar.google.com/citations?user=mN6_BKAAAAAJ&hl=en,2652,23,36,113,Carnegie Mellon University  ,Assistant,11,Not listed,-,-
Jeffrey Bigham,Bigham,Jeffrey,https://scholar.google.com/citations?user=DFqp8NkAAAAJ&hl=en&oi=ao,8422,44,126,172,Carnegie Mellon University  ,Associate,11,,*,*
Yonatan Bisk,Bisk,Yonatan,https://scholar.google.com/citations?hl=en&user=bWoGh8UAAAAJ,1906,22,28,46,Carnegie Mellon University  ,Assistant,11,New,*,*
Alan Black,Black,Alan,https://scholar.google.com/citations?user=Es-YRKMAAAAJ&hl=en&oi=ao,22516,67,234,475,Carnegie Mellon University  ,Full,11,,*,*
Guy Blelloch,Blelloch,Guy,https://scholar.google.com/citations?user=Z6nLCukAAAAJ&hl=en&oi=ao,15845,58,151,356,Carnegie Mellon University  ,Full,11,,*,*
Lenore Blum,Blum,Lenore,,,,,,Carnegie Mellon University  ,Full,11,Not listed,-,-
Manuel Blum,Blum,Manuel,,,,,,Carnegie Mellon University  ,Full,11,Retired,-,-
Travis Breaux,Breaux,Travis,https://scholar.google.com/citations?user=SjiG_ZsAAAAJ&hl=en&oi=ao,2914,29,54,70,Carnegie Mellon University  ,Associate,11,,*,*
Stephen Brookes,Brookes,Stephen,,,,,,Carnegie Mellon University  ,Full,11,,*,*
Randal Bryant,Bryant,Randal,https://scholar.google.com/citations?user=AFgYa68AAAAJ&hl=en&oi=ao,29875,56,146,358,Carnegie Mellon University  ,Full,11,Retired,-,-
James Callan,Callan,Jamie,https://scholar.google.com/citations?user=Un5KXJ4AAAAJ&hl=en&oi=ao,13536,66,149,266,Carnegie Mellon University  ,Full,11,,*,*
Jaime Carbonell,Carbonell,Jaime,https://scholar.google.com/citations?user=uSfaEgUAAAAJ&hl=en&oi=ao,34318,80,300,643,Carnegie Mellon University  ,Full,11,Not listed,-,-
Oana Carja,Carja,Oana,https://scholar.google.com/citations?hl=en&user=BtnXFFYAAAAJ,307,10,10,13,Carnegie Mellon University  ,Assistant,11,New,*,*
Kathleen M. Carley,Carley,Kathleen,https://scholar.google.com/citations?user=KeJfN-IAAAAJ&hl=en&oi=ao,36494,92,375,700,Carnegie Mellon University  ,Full,11,,*,*
Patrick Carrington,Carrington,Patrick,https://scholar.google.com/citations?hl=en&user=3ALpUOEAAAAJ,272,10,10,11,Carnegie Mellon University  ,Assistant,11,New,*,*
Justine Cassell,Cassell,Justine,https://scholar.google.com/citations?user=wkC9xHMAAAAJ&hl=en&oi=ao,19718,64,146,411,Carnegie Mellon University  ,Full,11,,*,*
Tianqi Chen,Chen,Tianqi,https://scholar.google.com/citations?hl=en&user=7nlvOMQAAAAJ,17254,25,32,272,Carnegie Mellon University  ,Assistant,11,New,*,*
